id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,created_at,updated_at,country,longitude,latitude,tags
denver-beer-co-olde-town-arvada-arvada,Denver Beer Co Olde Town Arvada,micro,5768 Olde Wadsworth Blvd,,,Arvada,Colorado,Jefferson County,80002-2549,,,7/24/18 1:33,8/24/18 0:22,United States,-105.0814554,39.801625,
donavon-brewing-company-arvada,Donavon Brewing Company,planning,,,,Arvada,Colorado,Jefferson County,80005-3644,http://www.donavonbrewing.com,3039975920,7/24/18 1:33,8/11/18 21:36,United States,,,
grand-lake-brewing-co-the-arvada,"Grand Lake Brewing Co, The",brewpub,5610 Yukon St,,,Arvada,Colorado,Jefferson County,80002-2446,http://www.grandlakebrewing.com,3039081677,7/24/18 1:33,8/24/18 0:23,United States,-105.082456,39.79927412,
new-image-brewing-co-arvada,New Image Brewing Co,brewpub,5622 Yukon St,,,Arvada,Colorado,Jefferson County,80002-2446,http://www.nibrewing.com,7708811010,7/24/18 1:33,8/24/18 0:23,United States,-105.0824595,39.79938347,
odyssey-beerwerks-arvada,Odyssey Beerwerks,micro,5535 W 56th Ave Ste 107,,,Arvada,Colorado,Jefferson County,80002-2806,http://www.odysseybeerwerks.com,3034210772,7/24/18 1:33,8/11/18 21:36,United States,,,
someplace-else-brewery-arvada,SomePlace Else Brewery,micro,6425 W 52nd Ave Unit 6/6B,,,Arvada,Colorado,Jefferson County,80002-4008,,7205124162,7/24/18 1:33,8/11/18 21:36,United States,,,
spice-trade-brewing-arvada,Spice Trade Brewing,brewpub,7803 Ralston Rd,,,Arvada,Colorado,Jefferson County,80002-2433,http://www.spicetradebrewing.com,3034319000,7/24/18 1:33,8/24/18 0:24,United States,-105.0841731,39.802334,
aspen-brewing-company-aspen,Aspen Brewing Company,micro,404 Aspen Airport Business Ctr,,,Aspen,Colorado,Pitkin County,81611-3530,http://www.aspenbrewingcompany.com,9709202739,7/24/18 1:33,8/24/18 0:05,United States,-106.8597747,39.22153402,
cheluna-brewing-company-aurora,Cheluna Brewing Company,micro,2501 Dallas St Unit 148,,,Aurora,Colorado,Arapahoe County,80010-1045,http://www.cheluna.com,7206000020,7/24/18 1:33,8/11/18 21:36,United States,,,
dad-dudes-breweria-aurora,Dad & Dudes Breweria,brewpub,6730 S Cornerstar Way Ste D,,,Aurora,Colorado,Arapahoe County,80016-1571,http://breweria.com,3034005699,7/24/18 1:33,8/11/18 21:36,United States,,,
dry-dock-brewing-co-north-dock-aurora,Dry Dock Brewing Co - North Dock,regional,2801 Tower Rd,,,Aurora,Colorado,Arapahoe County,80011-3508,http://www.drydockbrewing.com,3034005606,7/24/18 1:33,8/24/18 0:22,United States,-104.772404,39.758038,
dry-dock-brewing-co-south-dock-aurora,Dry Dock Brewing Co- South Dock,micro,15120 E Hampden Ave,,,Aurora,Colorado,Arapahoe County,80014-3906,http://www.drydockbrewing.com,3034005606,7/24/18 1:33,8/24/18 0:22,United States,-104.7680096,39.6529424,
launch-pad-brewery-aurora,Launch Pad Brewery,micro,884 S Buckley Rd,,,Aurora,Colorado,Arapahoe County,80017-3174,http://www.launchpadbrewery.com,7208782627,7/24/18 1:33,8/24/18 0:23,United States,-104.7911253,39.6853036,
mascher-brewing-co-aurora,Mascher Brewing Co.,planning,,,,Aurora,Colorado,Arapahoe County,80014-8226,http://www.mascher.beer/,8329482020,7/24/18 1:33,8/11/18 21:36,United States,,,
peak-to-peak-tap-brew-aurora,Peak To Peak Tap & Brew,brewpub,16701 E Iliff Ave,,,Aurora,Colorado,Arapahoe County,80013-1148,http://www.peakbrews.com,7204468714,7/24/18 1:33,8/24/18 0:24,United States,-104.8366181,39.6750535,
peak-to-peak-tap-brew-aurora-2,Peak To Peak Tap & Brew,micro,9735 E Colfax Ave,,,Aurora,Colorado,Arapahoe County,80010,,,7/24/18 1:33,8/24/18 0:24,United States,-104.8505299,39.7402157,
pilothouse-brewing-company-aurora,Pilothouse Brewing Company,micro,4233 S Buckley Rd,,,Aurora,Colorado,Arapahoe County,80013-2947,http://www.pilothousebrewco.com,3039944971,7/24/18 1:33,8/24/18 0:24,United States,-104.7915508,39.63993222,
ursula-brewery-aurora,Ursula Brewery,micro,2101 N Ursula St Unit 10,,,Aurora,Colorado,Arapahoe County,80045-7448,http://www.ursulabrewery.com,7203248529,7/24/18 1:33,8/11/18 21:36,United States,,,
asher-brewing-co-boulder,Asher Brewing Co,micro,4699 Nautilus Ct S Ste 104,,,Boulder,Colorado,Boulder County,80301-5306,http://asherbrewing.com,3035301381,7/24/18 1:33,8/11/18 21:36,United States,,,
avery-brewing-co-boulder,Avery Brewing Co,regional,4910 Nautilus Ct N,,,Boulder,Colorado,Boulder County,80301-3242,,,7/24/18 1:33,8/24/18 0:05,United States,-105.2047652,40.0625835,
beyond-the-mountain-brewing-company-boulder,Beyond The Mountain Brewing Company,micro,6035 Longbow Dr Unit 109,,,Boulder,Colorado,Boulder County,80301-3203,http://www.btmbrewing.com,7574072346,7/24/18 1:33,8/11/18 21:36,United States,,,
bjs-restaurant-brewery-boulder-boulder,BJs Restaurant & Brewery - Boulder,brewpub,1690 28th St,,,Boulder,Colorado,Boulder County,80301-,http://www.bjsrestaurants.com,3034405200,7/24/18 1:33,8/24/18 0:05,United States,-105.258512,40.0291592,
black-cat-brewing-boulder,Black Cat Brewing,planning,,,,Boulder,Colorado,Boulder County,80302,http://www.blackcatbrewing.com,,7/24/18 1:33,8/24/18 0:05,United States,-105.2705456,40.0149856,
boulder-beer-co-boulder,Boulder Beer Co,regional,2880 Wilderness Pl,,,Boulder,Colorado,Boulder County,80301-5401,,,7/24/18 1:33,8/24/18 0:06,United States,-105.2480158,40.026439,
boulder-beer-on-walnut-boulder,Boulder Beer On Walnut,brewpub,1123 Walnut St,,,Boulder,Colorado,Boulder County,80302-5116,,3034471345,7/24/18 1:33,8/24/18 0:06,United States,-105.2804375,40.0168555,
bru-handbuilt-ales-and-eats-boulder,BRU Handbuilt Ales and Eats,brewpub,5290 Arapahoe Ave,,,Boulder,Colorado,Boulder County,80303-1269,http://www.bruboulder.com,7206385193,7/24/18 1:33,8/24/18 0:22,United States,-105.2293345,40.0141462,
cellar-west-artisan-ales-boulder,Cellar West Artisan Ales,micro,1001 Lee Hill Dr Ste 10,,,Boulder,Colorado,Boulder County,80302-9471,http://www.cellarwest.com,2627198795,7/24/18 1:33,8/11/18 21:36,United States,,,
fate-brewing-company-boulder,FATE Brewing Company,brewpub,1600 38th St Ste 100,,,Boulder,Colorado,Boulder County,80301-2610,,,7/24/18 1:33,8/24/18 0:23,United States,-105.2454818,40.0149794,
finkel-garf-brewing-co-boulder,Finkel & Garf Brewing Co.,micro,5455 Spine Rd Ste A,,,Boulder,Colorado,Boulder County,80301-3364,http://www.finkelandgarf.com,,7/24/18 1:33,8/11/18 21:36,United States,,,
gunbarrel-brewing-company-boulder,Gunbarrel Brewing Company,micro,7088 Winchester Cir Ste 2,,,Boulder,Colorado,Boulder County,80301-3761,http://www.gunbarrelbrewing.com,8008035732,7/24/18 1:33,8/11/18 21:36,United States,,,
kettle-and-spoke-brewery-llc-boulder,"Kettle and Spoke Brewery, LLC",micro,2500 47th St Ste 12,,,Boulder,Colorado,Boulder County,80301-2335,http://www.kettleandspoke.com,7196509697,7/24/18 1:33,8/11/18 21:36,United States,,,
mountain-sun-pub-and-brewery-boulder,Mountain Sun Pub and Brewery,brewpub,1535 Pearl St,,,Boulder,Colorado,Boulder County,80302-5408,http://www.mountainsunpub.com,3035460886,7/24/18 1:33,8/24/18 0:23,United States,-105.2752277,40.0190131,
new-planet-beer-co-boulder,New Planet Beer Co,contract,3980 Broadway St Ste 103 # 116,,,Boulder,Colorado,Boulder County,80304-1161,http://www.newplanetbeer.com,3034994978,7/24/18 1:33,8/11/18 21:36,United States,,,
sanitas-brewing-co-boulder,Sanitas Brewing Co,micro,3550 Frontier Ave Ste A,,,Boulder,Colorado,Boulder County,80301-2430,http://www.sanitasbrewing.com/,2152667762,7/24/18 1:33,8/11/18 21:36,United States,,,
southern-sun-pub-and-brewery-boulder,Southern Sun Pub and Brewery,brewpub,627 S Broadway St,,,Boulder,Colorado,Boulder County,80305-5944,http://www.mountainsunpub.com,3035430886,7/24/18 1:33,8/11/18 21:36,United States,,,
stein-brewing-company-boulder,Stein Brewing Company,micro,2516 49th St,,,Boulder,Colorado,Boulder County,80301-2455,http://www.jwellsbrewery.com,3033960384,7/24/18 1:33,8/24/18 0:24,United States,-105.2378323,40.0238083,
the-post-brewing-co-boulder,The Post Brewing Co,brewpub,2027 13th St,,,Boulder,Colorado,Boulder County,80302-5201,http://www.postbrewing.com,7203723341,7/24/18 1:33,8/24/18 0:24,United States,-105.2788942,40.01847649,
twisted-pine-brewing-co-boulder,Twisted Pine Brewing Co,brewpub,3201 Walnut St Ste A,,,Boulder,Colorado,Boulder County,80301-2645,http://www.twistedpinebrewing.com,3037869270,7/24/18 1:33,8/11/18 21:36,United States,,,
unnamed-beer-company-llc-boulder,"Unnamed Beer Company, LLC",planning,,,,Boulder,Colorado,Boulder County,80301,http://www.unnamedbeer.com,,7/24/18 1:33,8/11/18 21:36,United States,,,
upslope-brewing-company-boulder,Upslope Brewing Company,planning,,,,Boulder,Colorado,Boulder County,80301,,3033961898,7/24/18 1:33,8/11/18 21:36,United States,,,
upslope-brewing-company-flatiron-park-boulder,Upslope Brewing Company - Flatiron Park,micro,1898 S Flatiron Ct Ste 110,,,Boulder,Colorado,Boulder County,80301-2860,http://www.upslopebrewing.com,,7/24/18 1:33,8/24/18 0:25,United States,-105.2183136,40.0203098,
upslope-brewing-company-lee-hill-boulder,Upslope Brewing Company - Lee Hill,regional,1501 Lee Hill Rd Unit 20,,,Boulder,Colorado,Boulder County,80304-5602,http://www.upslopebrewing.com,3033961898,7/24/18 1:33,8/11/18 21:36,United States,,,
vision-quest-brewing-company-boulder,Vision Quest Brewing Company,micro,2510 47th St Ste A2,,,Boulder,Colorado,Boulder County,80301-2301,http://www.visionquestbrewing.com,3038986802,7/24/18 1:33,8/11/18 21:36,United States,,,
west-flanders-brewing-co-boulder,West Flanders Brewing Co,brewpub,1125 Pearl St,,,Boulder,Colorado,Boulder County,80302-5103,http://www.wfbrews.com,3034472739,7/24/18 1:33,8/24/18 0:25,United States,-105.260866,40.0217453,
wild-woods-brewery-boulder,Wild Woods Brewery,micro,5460 Conestoga Ct,,,Boulder,Colorado,Boulder County,80301-2724,http://www.wildwoodsbrewery.com,3034841465,7/24/18 1:33,8/24/18 0:25,United States,-105.2258104,40.0162153,
4-noses-brewing-company-broomfield,4 Noses Brewing Company,micro,8855 W 116th Cir Ste 3,,,Broomfield,Colorado,Broomfield County,80021-2521,http://4nosesbrewing.com,7204602797,7/24/18 1:33,8/11/18 21:36,United States,,,
gordon-biersch-brewery-restaurant-broomfield-broomfield,Gordon Biersch Brewery Restaurant - Broomfield,brewpub,1 W Flatiron Crossing Dr Ste 428,,,Broomfield,Colorado,Broomfield County,80021-8214,http://www.gordonbiersch.com/restaurant,7208872991,7/24/18 1:33,8/11/18 21:36,United States,,,
rails-end-beer-company-broomfield,Rails End Beer Company,micro,11625 Reed Ct,,,Broomfield,Colorado,Broomfield County,80020-2834,http://www.railsendbeerco.com,3033538121,7/24/18 1:33,8/24/18 0:24,United States,-105.0750302,39.9084879,
wonderland-brewing-co-broomfield,Wonderland Brewing Co.,micro,5450 W 120th Ave,,,Broomfield,Colorado,Broomfield County,80020-5913,http://www.wonderlandbrewing.com,3039530400,7/24/18 1:33,8/24/18 0:25,United States,-105.0560819,39.91349895,
105-west-brewing-co-castle-rock,105 West Brewing Co,micro,1043 Park St,,,Castle Rock,Colorado,Douglas County,80109-1585,http://www.105westbrewing.com,3033257321,7/24/18 1:33,8/24/18 0:05,United States,-104.8667206,39.38269495,
burly-brewing-company-llc-castle-rock,"Burly Brewing Company, LLC",micro,680 Atchison Way Ste 700-800,,,Castle Rock,Colorado,Douglas County,80109-3106,http://www.burlybrewing.com,,7/24/18 1:33,8/11/18 21:36,United States,,,
castle-rock-beer-company-castle-rock,Castle Rock Beer Company,micro,514 Perry St Ste C106,,,Castle Rock,Colorado,Douglas County,80104-1711,http://www.castlerockbeerco.com,7203289008,7/24/18 1:33,8/11/18 21:36,United States,,,
mcova-craft-beer-works-llc-castle-rock,"McOva Craft Beer Works, LLC",planning,,,,Castle Rock,Colorado,Douglas County,80104,,3035215027,7/24/18 1:33,8/11/18 21:36,United States,,,
rockyard-brewing-company-castle-rock,Rockyard Brewing Company,brewpub,880 Castleton Rd,,,Castle Rock,Colorado,Douglas County,80109-7512,http://www.rockyard.com,3038149273,7/24/18 1:33,8/24/18 0:24,United States,-104.8723394,39.4096188,
blue-spruce-brewing-centennial,Blue Spruce Brewing,brewpub,4151 E County Line Rd Unit G,,,Centennial,Colorado,Arapahoe County,80122-8113,http://www.bluesprucebrewing.com,3037710590,7/24/18 1:33,8/11/18 21:36,United States,,,
halfpenny-brewing-company-centennial,Halfpenny Brewing Company,micro,5150 E Arapahoe Rd Ste D1-B,,,Centennial,Colorado,Arapahoe County,80122-4825,http://www.halfpennybrewing.com,7205830580,7/24/18 1:33,8/11/18 21:36,United States,,,
lost-highway-brewing-centennial,Lost Highway Brewing,micro,12741 E Caley Ave Ste 140,,,Centennial,Colorado,Arapahoe County,80111-6407,http://www.losthighwaybrewing.com,,7/24/18 1:33,8/11/18 21:36,United States,,,
resolute-brewing-company-centennial,Resolute Brewing Company,micro,7286 S Yosemite St Ste 110,,,Centennial,Colorado,Arapahoe County,80112-2204,http://www.resolutebrewingco.com,7207221238,7/24/18 1:33,8/11/18 21:36,United States,,,
two22-brew-centennial,Two22 Brew,micro,4550 S Reservoir Rd,,,Centennial,Colorado,Arapahoe County,80015-2878,http://www.two22brew.com,7203289038,7/24/18 1:33,8/24/18 0:25,United States,-104.7601698,39.63429093,
atrevida-beer-company-colorado-springs,Atrevida Beer Company,micro,204 Mount View Ln Unit 3,,,Colorado Springs,Colorado,El Paso County,80908,http://www.atrevidabeerco.com,7192664200,7/24/18 1:33,8/11/18 21:36,United States,,,
black-forest-brewing-company-colorado-springs,Black Forest Brewing Company,brewpub,11590 Black Forest Rd Ste 50,,,Colorado Springs,Colorado,El Paso County,80908-6000,http://www.blackforestbrewco.com,7193962011,7/24/18 1:33,8/11/18 21:36,United States,,,
brass-brewing-company-colorado-springs,Brass Brewing Company,micro,318 E Colorado Ave,,,Colorado Springs,Colorado,El Paso County,80903-1949,,,7/24/18 1:33,8/24/18 0:22,United States,-104.8189706,38.8326073,
bristol-brewing-co-colorado-springs,Bristol Brewing Co,micro,1604 S Cascade Ave,,,Colorado Springs,Colorado,El Paso County,80905-2237,http://www.bristolbrewing.com,7196332555,7/24/18 1:33,8/24/18 0:22,United States,-104.827401,38.8108617,
cerberus-brewing-company-colorado-springs,Cerberus Brewing Company,brewpub,702 W Colorado Ave,,,Colorado Springs,Colorado,El Paso County,80905-1539,http://www.cerberusbrewingco.com,7196362337,7/24/18 1:33,8/24/18 0:22,United States,-104.8374071,38.8330574,
cogstone-brewing-co-colorado-springs,Cogstone Brewing Co,brewpub,3858 Village Seven Rd,,,Colorado Springs,Colorado,El Paso County,80917-2801,http://www.cogstonebrewing.com,7194186595,7/24/18 1:33,8/24/18 0:22,United States,-104.75566,38.87959595,
colorado-mountain-brewery-at-the-roundhouse-colorado-springs,Colorado Mountain Brewery At the Roundhouse,brewpub,600 S 21st St Unit 180,,,Colorado Springs,Colorado,El Paso County,80904-3714,http://www.cmbrew.com,7194668240,7/24/18 1:33,8/11/18 21:36,United States,,,
colorado-mountain-brewery-colorado-springs,Colorado Mountain Brewery,micro,1110 Interquest Pkwy,,,Colorado Springs,Colorado,El Paso County,80921-4182,http://www.cmbrew.com,7192717951,7/24/18 1:33,8/24/18 0:22,United States,-104.8083989,38.99103716,
dueces-wild-brewery-colorado-springs,Dueces Wild Brewery,micro,660 Peterson Rd,,,Colorado Springs,Colorado,El Paso County,80915-4002,http://www.dwbbrewery.com,6079729260,7/24/18 1:33,8/24/18 0:22,United States,-104.7034318,38.8877651,
fh-beerworks-colorado-springs,FH Beerworks,micro,521 S Tejon St,,,Colorado Springs,Colorado,El Paso County,80903-3928,,7196406814,7/24/18 1:33,8/24/18 0:23,United States,-104.8237318,38.8260086,
fh-beerworks-east-colorado-springs,FH Beerworks East,planning,,,,Colorado Springs,Colorado,El Paso County,80915,,7196406814,7/24/18 1:33,8/11/18 21:36,United States,,,
fossil-craft-beer-co-colorado-springs,Fossil Craft Beer Co,micro,2845 Ore Mill Rd Ste 1,,,Colorado Springs,Colorado,El Paso County,80904-3161,http://www.fossilcraftbeer.com,7193758298,7/24/18 1:33,8/11/18 21:36,United States,,,
goat-patch-brewing-co-colorado-springs,Goat Patch Brewing Co.,micro,2727 N Cascade Ave Ste 123,,,Colorado Springs,Colorado,El Paso County,80907-6288,http://www.goatpatchbrewing.com,7194714628,7/24/18 1:33,8/11/18 21:36,United States,,,
gold-camp-brewing-co-colorado-springs,Gold Camp Brewing Co,micro,1007 S Tejon St,,,Colorado Springs,Colorado,El Paso County,80903-4238,,7196950344,7/24/18 1:33,8/24/18 0:23,United States,-104.823552,38.8195724,
iron-bird-brewing-co-colorado-springs,Iron Bird Brewing Co.,brewpub,402 S Nevada Ave,,,Colorado Springs,Colorado,El Paso County,80903-2110,http://www.ironbirdbrewing.com,7194247002,7/24/18 1:33,8/24/18 0:23,United States,-104.8223799,38.8280292,
local-relic-colorado-springs,Local Relic,brewpub,320 S Weber St,,,Colorado Springs,Colorado,El Paso County,80903-2125,http://www.localrelic.com,7192700077,7/24/18 1:33,8/24/18 0:23,United States,-104.8203866,38.82871975,
lost-friend-brewing-company-colorado-springs,Lost Friend Brewing Company,micro,2458 Montebello Square Dr,,,Colorado Springs,Colorado,El Paso County,80918-1974,http://www.lostfriendbrewing.com,,7/24/18 1:33,8/24/18 0:23,United States,-104.7823626,38.9082661,
nano-108-brewing-co-colorado-springs,Nano 108 Brewing Co,micro,2402 Waynoka Rd,,,Colorado Springs,Colorado,El Paso County,80915-1612,http://www.nano108brewing.com,7195962337,7/24/18 1:33,8/11/18 21:36,United States,,,
peaks-n-pines-brewing-company-colorado-springs,Peaks N Pines Brewing Company,micro,4005 Tutt Blvd,,,Colorado Springs,Colorado,El Paso County,80922-2508,http://www.peaksnpinesbrewery.com,7193586758,7/24/18 1:33,8/24/18 0:24,United States,-104.7146045,38.88965993,
phantom-canyon-brewing-co-colorado-springs,Phantom Canyon Brewing Co,brewpub,2 E Pikes Peak Ave,,,Colorado Springs,Colorado,El Paso County,80903-1504,http://www.phantomcanyon.com,7196352800,7/24/18 1:33,8/24/18 0:24,United States,-104.8249314,38.83423935,
red-leg-brewing-company-colorado-springs,Red Leg Brewing Company,micro,4630 Forge Rd Ste B,,,Colorado Springs,Colorado,El Paso County,80907-3556,http://www.redlegbrewingco.com,7195983776,7/24/18 1:33,8/11/18 21:36,United States,,,
rock-bottom-brewery-colorado-springs-colorado-springs,Rock Bottom Brewery - Colorado Springs,brewpub,3316 Cinema Point Dr,,,Colorado Springs,Colorado,El Paso County,80922,http://www.rockbottom.com,7195503586,7/24/18 1:33,8/24/18 0:24,United States,-104.718194,38.8811909,
rocky-mountain-brewery-colorado-springs,Rocky Mountain Brewery,micro,625 Paonia St,,,Colorado Springs,Colorado,El Paso County,80915-3727,http://www.rockymountainbrews.com,7195281651,7/24/18 1:33,8/11/18 21:36,United States,,,
smiling-toad-brewery-colorado-springs,Smiling Toad Brewery,micro,1757 S 8th St Ste 100,,,Colorado Springs,Colorado,El Paso County,80905-1926,http://www.smilingtoadbrewery.com,7194182936,7/24/18 1:33,8/11/18 21:36,United States,,,
storybook-brewing-colorado-springs,Storybook Brewing,micro,3121 N El Paso St Ste A,,,Colorado Springs,Colorado,El Paso County,80907-5469,http://www.storybookbrewing.com,7196336266,7/24/18 1:33,8/11/18 21:36,United States,,,
trinity-brewing-colorado-springs,Trinity Brewing,brewpub,1466 Garden of The Gods Rd Ste 184,,,Colorado Springs,Colorado,El Paso County,80907-9464,http://www.trinitybrew.com,7196340029,7/24/18 1:33,8/11/18 21:36,United States,,,
whistle-pig-brewing-company-colorado-springs,Whistle Pig Brewing Company,micro,1840 Dominion Way,,,Colorado Springs,Colorado,El Paso County,80918-1467,http://www.whistlepigbrewing.com,7195981339,7/24/18 1:33,8/24/18 0:25,United States,-104.7931723,38.92372675,
10-barrel-brewing-co-denver-denver,10 Barrel Brewing Co - Denver,large,2620 Walnut St,,,Denver,Colorado,Denver County,80205-2231,,7205738992,7/24/18 1:33,8/24/18 0:05,United States,-104.9853655,39.7592508,
14er-brewing-company-denver,14er Brewing Company,proprietor,2801 Walnut St,,,Denver,Colorado,Denver County,80205-2235,http://www.14erBrewing.com,7207731437,7/24/18 1:33,8/24/18 0:05,United States,-104.9839636,39.7614112,
aero-craft-brewing-denver,Aero Craft Brewing,planning,,,,Denver,Colorado,Denver County,80212-2199,http://www.aerocraft.beer,3039185446,7/24/18 1:33,8/24/18 0:05,United States,-104.984696,39.7391428,
alpine-dog-brewing-co-denver,Alpine Dog Brewing Co,micro,1505 N Ogden St,,,Denver,Colorado,Denver County,80218-1405,http://www.alpinedogbrewery.com,3038321245,7/24/18 1:33,8/11/18 21:36,United States,,,
alternation-brewing-company-denver,Alternation Brewing Company,micro,1539 S Broadway,,,Denver,Colorado,Denver County,80210-2607,http://www.alternationbrewing.com,3038025340,7/24/18 1:33,8/24/18 0:05,United States,-104.9876117,39.68866374,
amalgam-brewing-denver,Amalgam Brewing,proprietor,6381 Beach St Unit A,,,Denver,Colorado,Denver County,80221-2036,http://www.amalgambrewing.com,,7/24/18 1:33,8/11/18 21:36,United States,,,
baere-brewing-company-denver,Baere Brewing Company,micro,"320 Broadway, Unit E",,,Denver,Colorado,Denver County,80203-3955,http://www.baerebrewing.com,9709014810,7/24/18 1:33,8/11/18 21:36,United States,,,
banded-oak-brewing-company-denver,Banded Oak Brewing Company,brewpub,470 N Broadway,,,Denver,Colorado,Denver County,80203-3404,http://Bandedoakbrewing.com,7204798033,7/24/18 1:33,8/24/18 0:05,United States,-104.9874187,39.7282897,
bierstadt-lagerhaus-denver,Bierstadt Lagerhaus,brewpub,2875 Blake St,,,Denver,Colorado,Denver County,80205-2210,http://www.bierstadtlager.com,7205707824,7/24/18 1:33,8/24/18 0:05,United States,-104.9838084,39.7630094,
black-beak-brewing-denver,Black Beak Brewing,planning,,,,Denver,Colorado,Denver County,80237-1907,,3032107836,7/24/18 1:33,8/24/18 0:05,United States,-104.984696,39.7391428,
black-project-spontaneous-wild-ales-denver,Black Project Spontaneous & Wild Ales,micro,1290 S Broadway,,,Denver,Colorado,Denver County,80210-1504,http://www.blackprojectbeer.com,7203342873,7/24/18 1:33,8/24/18 0:05,United States,-104.9872018,39.6933607,
black-shirt-brewing-co-denver,Black Shirt Brewing Co,brewpub,3719 Walnut St,,,Denver,Colorado,Denver County,80205-2436,http://www.blackshirtbrewingco.com,3039932799,7/24/18 1:33,8/24/18 0:05,United States,-104.9729604,39.7698142,
black-sky-brewery-denver,Black Sky Brewery,brewpub,490 Santa Fe Dr,,,Denver,Colorado,Denver County,80204-5024,http://www.blackskybrewing.com,9702154536,7/24/18 1:33,8/24/18 0:05,United States,-104.9983183,39.7239431,
blue-moon-brewery-denver,Blue Moon Brewery,large,3750 Chestnut Pl,,,Denver,Colorado,Denver County,80216-3632,,,7/24/18 1:33,8/24/18 0:05,United States,-104.9769417,39.7735561,
brewability-lab-denver,Brewability Lab,micro,12445 E 39th Ave Unit 314,,,Denver,Colorado,Denver County,80239-3456,http://www.Brewabilitylab.com,8163515085,7/24/18 1:33,8/11/18 21:36,United States,,,
briar-common-brewery-denver,Briar Common Brewery,brewpub,2298 N Clay St,,,Denver,Colorado,Denver County,80211-5122,http://www.briarcommon.com,7204703731,7/24/18 1:33,8/11/18 21:36,United States,,,
bruz-beers-denver,Bruz Beers,micro,1675 W 67th Ave Ste 100,,,Denver,Colorado,Denver County,80221-2595,http://www.bruzbeers.com,3036502337,7/24/18 1:33,8/11/18 21:36,United States,,,
bull-bush-brewery-denver,Bull & Bush Brewery,brewpub,4700 E Cherry Creek South Dr,,,Denver,Colorado,Denver County,80246-1819,http://www.bullandbush.com,3037590333,7/24/18 1:33,8/24/18 0:22,United States,-104.9488456,39.7116689,
